State,Year,Total,Male,Female,Causes_Bankruptcy or Sudden change in Economic,Causes_Bankruptcy or Sudden change in Economic Status,Causes_Cancellation/Non-Settlement of Marriage,Causes_Cancer,Causes_Causes Not known,Causes_Death of Dear Person,Causes_Divorce,Causes_Dowry Dispute,Causes_Drug Abuse/Addiction,Causes_Failure in Examination,Causes_Fall in Social Reputation,Causes_Family Problems,Causes_Ideological Causes/Hero Worshipping,Causes_Illegitimate Pregnancy,Causes_Illness (Aids/STD),Causes_Insanity/Mental Illness,Causes_Love Affairs,Causes_Not having Children (Barrenness/Impotency,Causes_Not having Children(Barrenness/Impotency,Causes_Other Causes (Please Specity),Causes_Other Prolonged Illness,Causes_Paralysis,Causes_Physical Abuse (Rape/Incest Etc.),Causes_Poverty,Causes_Professional/Career Problem,Causes_Property Dispute,Causes_Suspected/Illicit Relation,Causes_Unemployment,Education_Status_Diploma,Education_Status_Graduate,Education_Status_Hr. Secondary/Intermediate/Pre-Universit,Education_Status_Matriculate/Secondary,Education_Status_Middle,Education_Status_No Education,Education_Status_Post Graduate and Above,Education_Status_Primary,Means_adopted_By Consuming Insecticides,Means_adopted_By Consuming Other Poison,Means_adopted_By Drowning,Means_adopted_By Fire-Arms,Means_adopted_By Fire/Self Immolation,Means_adopted_By Hanging,Means_adopted_By Jumping from (Building),Means_adopted_By Jumping from (Other sites),Means_adopted_By Jumping off Moving Vehicles/Trains,Means_adopted_By Machine,Means_adopted_By Other means,Means_adopted_By Other means (please specify),Means_adopted_By Over Alcoholism,Means_adopted_By Overdose of sleeping pills,Means_adopted_By Self Infliction of injury,Means_adopted_By coming under running vehicles/trains,Means_adopted_By touching electric wires,Professional_Profile_Farming/Agriculture Activity,Professional_Profile_House Wife,Professional_Profile_Others (Please Specify),Professional_Profile_Professional Activity,Professional_Profile_Public Sector Undertaking,Professional_Profile_Retired Person,Professional_Profile_Self-employed (Business activity),Professional_Profile_Service (Government),Professional_Profile_Service (Private),Professional_Profile_Student,Professional_Profile_Unemployed,Social_Status_Divorcee,Social_Status_Married,Social_Status_Never Married,Social_Status_Seperated,Social_Status_Widowed/Widower,Total_Causes,Total_Education_Status,Total_Means_adopted,Total_Professional_Profile,Total_Social_Status
Chandigarh,2011,105.0,57.0,48.0,0,,0,0,1,0,0,0,4,0,0,21,0,0,0,0,1,,0,72,5,0,0,0,0,0,0,1,0,13,12,53,18,2,0,7,0,22,6,1,13,54,3,0,0,0,,3,0,0,3,0,0,0,28,25,0,0,0,3,3,20,14,12,0,65,40,0,0,105.0,105.0,105.0,105.0,105.0
Chandigarh,2012,114.0,75.0,39.0,0,,0,0,1,0,0,0,6,1,0,31,0,0,0,0,1,,0,53,1,0,0,5,0,0,0,15,0,17,14,54,15,8,0,6,0,13,1,2,16,79,1,0,0,0,,0,2,0,0,0,0,0,18,18,0,5,0,3,8,29,17,13,1,67,46,0,0,114.0,114.0,114.0,111.0,114.0
Chhattisgarh,2001,4025.0,2640.0,1385.0,83,,13,11,1180,10,4,61,83,63,50,485,1,9,52,233,138,,36,811,500,39,21,40,4,12,69,17,53,43,308,611,944,1021,9,1036,1000,375,116,4,335,1800,2,2,35,5,,198,57,8,2,65,21,1452,606,1017,36,65,13,68,70,177,229,218,16,2993,830,17,169,4025.0,4025.0,4025.0,3951.0,4025.0
Chhattisgarh,2002,3950.0,2629.0,1321.0,,39,15,11,1283,27,2,51,47,47,52,476,4,13,49,233,100,23,,799,555,19,15,31,7,4,33,15,6,15,249,759,861,1080,13,967,956,295,170,6,267,1629,11,0,37,5,393,,48,3,35,67,28,1238,585,1322,52,91,7,64,64,124,191,212,32,2902,793,17,206,3950.0,3950.0,3950.0,3950.0,3950.0
Chhattisgarh,2003,3919.0,2592.0,1327.0,37,,12,2,1073,108,1,46,98,41,22,497,1,9,25,199,89,,14,1149,383,7,7,26,7,17,28,21,5,33,197,570,818,1210,3,1083,631,421,279,3,244,1639,40,9,17,3,,350,63,2,2,137,79,1066,551,1521,128,26,4,57,57,120,205,184,5,2700,856,22,336,3919.0,3919.0,3919.0,3919.0,3919.0
Chhattisgarh,2004,4495.0,2986.0,1509.0,46,,13,3,1383,17,2,57,42,46,17,697,0,3,1,246,117,,23,1110,563,14,12,24,10,4,33,12,6,32,194,616,1140,1359,7,1141,903,469,147,6,311,2014,7,0,42,2,,433,26,0,7,117,11,1395,777,1700,53,16,0,45,37,82,226,164,11,3275,1014,55,140,4495.0,4495.0,4495.0,4495.0,4495.0
Chhattisgarh,2005,4881.0,3305.0,1576.0,55,,42,44,1363,33,2,66,133,36,33,642,10,6,53,308,79,,38,1286,494,35,16,15,3,17,61,11,25,62,316,568,1078,1448,19,1365,940,312,208,194,361,1864,0,0,30,12,,662,119,0,8,126,45,1412,891,1504,140,48,12,174,64,195,188,253,25,3802,851,43,160,4881.0,4881.0,4881.0,4881.0,4881.0
Chhattisgarh,2006,4626.0,3060.0,1566.0,42,,11,14,1658,11,4,53,113,38,25,686,0,7,0,234,97,,11,925,566,8,28,40,14,5,23,13,4,44,233,586,1029,1534,2,1194,978,242,91,1,404,1830,3,0,19,27,,872,41,0,2,88,28,1483,772,1620,83,17,1,135,35,136,192,152,0,3263,1197,13,153,4626.0,4626.0,4626.0,4626.0,4626.0
Chhattisgarh,2007,4839.0,3256.0,1583.0,58,,17,7,1668,12,2,32,124,41,37,652,3,4,13,215,106,,11,1141,519,8,41,22,25,8,33,40,12,45,315,652,1275,1068,3,1469,1018,399,196,294,386,1751,33,0,11,0,,557,82,1,1,70,40,1593,848,1387,109,24,2,135,38,233,279,191,5,3699,973,15,147,4839.0,4839.0,4839.0,4839.0,4839.0
Chhattisgarh,2008,4945.0,3248.0,1697.0,32,,13,6,1613,38,2,60,165,53,40,960,0,4,32,258,143,,18,729,587,32,55,14,38,12,18,23,16,38,403,832,1432,680,7,1537,989,448,193,5,726,2156,7,0,52,0,,135,70,12,37,97,18,1773,937,1180,93,10,2,157,45,201,370,177,10,3579,1077,38,241,4945.0,4945.0,4945.0,4945.0,4945.0
Chhattisgarh,2009,5883.0,3954.0,1929.0,28,,16,11,1916,22,11,59,182,43,100,644,1,1,71,251,84,,14,1600,659,8,63,6,33,15,26,19,12,32,359,865,1536,1586,5,1488,1040,657,189,9,619,2188,5,31,67,12,,826,67,4,1,83,85,1802,902,1642,137,17,9,108,48,294,435,489,9,4471,1154,25,224,5883.0,5883.0,5883.0,5883.0,5883.0
Chhattisgarh,2010,6522.0,4545.0,1977.0,33,,10,4,2421,12,4,70,203,45,33,785,1,2,11,264,114,,15,1617,675,4,66,12,28,26,42,25,8,50,294,918,1785,1653,8,1806,1208,451,73,8,552,2314,6,5,46,0,,1431,57,0,198,149,24,1126,862,2743,235,44,1,104,40,331,377,612,4,4274,2022,13,209,6522.0,6522.0,6522.0,6475.0,6522.0
Chhattisgarh,2011,6756.0,4527.0,2229.0,28,,30,5,1880,32,1,56,265,84,34,764,0,3,20,290,145,,11,2345,613,10,28,6,9,22,50,25,24,57,348,991,1911,1655,5,1765,1364,465,162,17,646,2444,1,1,43,2,,1279,116,1,3,165,47,0,775,4000,210,72,19,228,54,410,362,626,24,4231,2181,86,234,6756.0,6756.0,6756.0,6756.0,6756.0
Chhattisgarh,2012,5654.0,4014.0,1640.0,7,,8,6,1753,19,5,38,240,56,9,778,2,0,56,241,94,,10,1762,462,10,18,8,27,9,19,17,54,96,296,769,1612,1318,47,1462,850,439,200,11,446,2409,2,1,1,1,,908,139,0,48,142,57,4,779,3384,229,10,17,110,66,406,290,359,56,3749,1541,94,214,5654.0,5654.0,5654.0,5654.0,5654.0
D & N Haveli,2001,50.0,35.0,15.0,0,,0,1,7,0,0,0,0,0,1,25,0,0,0,0,2,,1,2,3,3,0,0,0,0,0,5,0,0,0,7,5,25,0,13,0,12,0,0,1,35,0,0,0,0,,2,0,0,0,0,0,19,13,5,0,0,0,0,0,5,0,8,0,40,10,0,0,50.0,50.0,50.0,50.0,50.0
D & N Haveli,2002,50.0,32.0,18.0,,0,0,0,5,1,0,0,0,1,3,5,0,0,0,6,2,1,,19,7,0,0,0,0,0,0,0,0,0,0,3,2,21,0,24,3,15,0,0,1,31,0,0,0,0,0,,0,0,0,0,0,21,15,5,0,0,0,0,1,4,4,0,0,38,11,0,1,50.0,50.0,50.0,50.0,50.0
D & N Haveli,2003,52.0,30.0,22.0,0,,0,0,7,0,2,0,0,1,1,24,0,1,0,0,0,,0,15,1,0,0,0,0,0,0,0,0,0,0,15,2,33,0,2,0,18,0,0,0,29,1,1,0,0,,3,0,0,0,0,0,23,21,1,0,0,0,0,1,4,2,0,1,38,10,1,2,52.0,52.0,52.0,52.0,52.0
D & N Haveli,2004,39.0,20.0,19.0,1,,1,0,0,0,0,0,4,0,0,4,0,0,0,8,0,,2,11,6,0,0,0,0,0,1,1,0,0,4,2,2,22,0,9,0,11,0,0,5,23,0,0,0,0,,0,0,0,0,0,0,7,16,5,0,0,0,1,0,5,2,3,0,33,6,0,0,39.0,39.0,39.0,39.0,39.0
D & N Haveli,2005,69.0,41.0,28.0,1,,1,0,0,2,0,0,3,0,0,12,0,0,1,10,2,,0,26,9,0,0,0,1,0,0,1,0,0,3,15,13,30,0,8,5,16,1,0,5,42,0,0,0,0,,0,0,0,0,0,0,13,22,25,0,0,0,0,3,4,0,2,0,60,8,0,1,69.0,69.0,69.0,69.0,69.0
D & N Haveli,2006,42.0,23.0,19.0,1,,0,0,0,0,0,0,8,0,0,11,0,0,0,2,2,,0,15,2,0,0,0,0,0,0,1,1,0,0,3,5,31,0,2,0,6,0,0,1,35,0,0,0,0,,0,0,0,0,0,0,12,17,0,0,0,0,1,0,3,2,7,0,26,15,1,0,42.0,42.0,42.0,42.0,42.0
D & N Haveli,2007,76.0,44.0,32.0,1,,1,1,12,0,0,0,5,0,1,32,0,0,0,0,7,,1,0,6,0,9,0,0,0,0,0,0,1,4,6,8,46,0,11,0,18,0,0,3,55,0,0,0,0,,0,0,0,0,0,0,17,28,2,0,0,5,2,0,8,7,7,0,65,10,1,0,76.0,76.0,76.0,76.0,76.0
D & N Haveli,2008,60.0,32.0,28.0,0,,0,0,1,2,0,0,4,0,0,19,0,0,0,13,1,,4,6,2,0,0,1,1,1,4,1,1,3,1,4,7,23,0,21,6,7,5,0,3,39,0,0,0,0,,0,0,0,0,0,0,12,23,5,0,0,0,1,1,17,1,0,0,46,14,0,0,60.0,60.0,60.0,60.0,60.0
D & N Haveli,2009,56.0,30.0,26.0,0,,1,0,7,0,0,0,0,0,0,12,0,0,0,3,7,,5,10,5,0,0,0,2,0,3,1,1,0,4,4,15,17,0,15,8,2,0,0,6,40,0,0,0,0,,0,0,0,0,0,0,15,19,2,0,0,0,1,1,12,6,0,1,40,11,0,4,56.0,56.0,56.0,56.0,56.0
D & N Haveli,2010,63.0,37.0,26.0,0,,2,0,11,3,0,0,6,0,2,14,0,0,0,12,3,,1,4,4,0,0,0,0,0,1,0,0,2,2,3,10,23,0,23,3,10,0,0,0,50,0,0,0,0,,0,0,0,0,0,0,10,23,14,0,0,0,0,1,12,3,0,1,41,20,0,1,63.0,63.0,63.0,63.0,63.0
D & N Haveli,2011,63.0,41.0,22.0,0,,2,0,9,1,0,0,11,0,1,10,0,0,0,4,8,,0,12,3,0,0,0,0,0,1,1,0,0,4,7,8,22,0,22,1,6,0,0,7,47,0,1,0,0,,1,0,0,0,0,0,13,12,5,0,0,0,2,0,25,6,0,0,37,22,2,2,63.0,63.0,63.0,63.0,63.0
D & N Haveli,2012,66.0,41.0,25.0,0,,0,0,15,0,0,0,0,0,2,19,0,0,0,3,8,,0,6,11,2,0,0,0,0,0,0,1,1,4,6,14,17,0,23,0,5,1,0,2,44,0,2,0,0,,12,0,0,0,0,0,6,13,6,0,0,0,3,0,28,6,4,1,44,20,1,0,66.0,66.0,66.0,66.0,66.0
Daman & Diu,2001,14.0,10.0,4.0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,1,11,0,0,0,0,0,0,0,0,0,1,0,5,5,0,1,2,0,3,0,0,2,6,0,0,0,0,,3,0,0,0,0,0,0,3,3,1,0,0,0,0,6,0,0,0,8,6,0,0,14.0,14.0,14.0,13.0,14.0
Daman & Diu,2002,17.0,15.0,2.0,,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,2,0,,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,10,0,2,0,0,2,13,0,0,0,0,0,,0,0,0,0,0,2,2,3,0,0,0,0,0,9,0,1,0,11,6,0,0,17.0,17.0,17.0,17.0,17.0
Daman & Diu,2003,24.0,18.0,6.0,0,,0,0,15,0,0,0,0,0,0,4,0,0,0,2,0,,0,2,0,0,0,0,0,0,0,1,0,0,1,2,7,4,1,9,2,1,1,0,8,11,0,0,0,0,,1,0,0,0,0,0,0,5,8,1,0,0,1,0,4,0,3,0,14,9,0,1,24.0,24.0,24.0,22.0,24.0
Daman & Diu,2004,13.0,5.0,8.0,0,,0,0,8,0,0,0,0,0,0,2,0,0,0,1,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3,3,0,5,0,1,1,0,2,9,0,0,0,0,,0,0,0,0,0,0,2,5,3,0,0,0,0,0,3,0,0,0,8,5,0,0,13.0,13.0,13.0,13.0,13.0
Daman & Diu,2005,32.0,25.0,7.0,0,,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,,0,12,6,0,0,0,0,0,0,0,0,1,2,5,8,7,0,9,2,0,6,0,2,12,0,0,0,0,,10,0,0,0,0,0,0,4,12,0,1,0,1,0,8,1,4,0,17,14,1,0,32.0,32.0,32.0,31.0,32.0
Daman & Diu,2006,22.0,14.0,8.0,0,,0,0,16,0,0,0,0,0,0,1,0,0,0,1,2,,0,0,2,0,0,0,0,0,0,0,0,1,2,3,3,5,0,8,0,8,0,0,1,11,0,0,0,0,,2,0,0,0,0,0,0,3,7,0,0,0,1,0,8,3,0,0,10,11,0,1,22.0,22.0,22.0,22.0,22.0
Daman & Diu,2007,15.0,6.0,9.0,0,,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,0,1,0,1,6,6,0,0,0,0,,0,1,0,0,0,0,0,5,3,0,0,0,0,2,5,0,0,0,7,8,0,0,15.0,15.0,15.0,15.0,15.0
Daman & Diu,2008,19.0,14.0,5.0,0,,0,0,12,0,1,0,0,0,0,1,0,0,0,3,0,,0,0,1,0,0,0,1,0,0,0,0,1,2,8,2,3,0,3,0,3,3,1,2,10,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,0,0,1,1,8,0,3,1,7,8,0,3,19.0,19.0,19.0,19.0,19.0
Daman & Diu,2009,23.0,15.0,8.0,0,,0,0,15,0,0,0,0,0,0,1,0,0,0,2,2,,0,3,0,0,0,0,0,0,0,0,0,1,1,5,8,1,0,7,0,5,5,0,6,6,1,0,0,0,,0,0,0,0,0,0,0,4,7,0,1,0,0,0,7,3,1,0,10,12,0,1,23.0,23.0,23.0,23.0,23.0
Daman & Diu,2010,31.0,19.0,12.0,0,,0,0,20,0,0,0,0,1,0,1,0,0,0,5,2,,0,2,0,0,0,0,0,0,0,0,6,2,2,5,6,1,0,9,1,7,2,0,9,12,0,0,0,0,,0,0,0,0,0,0,0,8,5,0,0,0,0,1,11,6,0,0,16,15,0,0,31.0,31.0,31.0,31.0,31.0
Daman & Diu,2011,33.0,18.0,15.0,0,,0,0,24,0,0,0,0,0,0,2,0,0,0,0,2,,0,5,0,0,0,0,0,0,0,0,1,2,2,15,6,1,1,5,1,5,1,0,2,22,0,0,0,0,,2,0,0,0,0,0,0,7,5,0,0,0,0,0,16,5,0,0,17,15,1,0,33.0,33.0,33.0,33.0,33.0
Daman & Diu,2012,36.0,25.0,11.0,0,,0,0,13,0,0,0,0,0,1,1,0,0,0,2,0,,0,19,0,0,0,0,0,0,0,0,0,0,1,9,12,4,2,8,0,4,8,0,5,13,0,2,0,0,,4,0,0,0,0,0,0,8,17,0,0,0,0,0,8,2,1,0,16,19,1,0,36.0,36.0,36.0,36.0,36.0
Delhi (Ut),2001,1239.0,730.0,509.0,37,,7,3,458,11,1,30,18,23,6,326,2,2,4,17,28,,8,52,68,2,4,63,9,9,5,46,10,26,128,243,372,244,4,212,119,187,16,24,190,581,9,9,9,0,,61,14,2,12,3,3,18,327,314,12,20,1,23,31,160,104,229,1,873,316,28,21,1239.0,1239.0,1239.0,1239.0,1239.0
Delhi (Ut),2002,1053.0,643.0,410.0,,18,13,3,291,4,3,51,24,35,8,348,0,4,1,24,37,4,,45,63,1,4,27,10,3,6,26,8,25,93,267,229,221,5,205,129,193,11,11,152,484,11,6,1,1,6,,9,5,7,17,10,33,250,165,11,9,6,46,32,136,105,260,3,708,282,36,24,1053.0,1053.0,1053.0,1053.0,1053.0
Delhi (Ut),2003,1153.0,741.0,412.0,10,,14,5,331,3,3,43,18,37,2,327,0,0,0,20,27,,2,154,88,0,4,26,0,3,5,31,9,33,138,246,278,189,1,259,58,197,5,61,107,538,53,5,6,0,,80,8,4,4,14,13,8,221,311,7,11,0,25,31,128,117,294,4,743,354,42,10,1153.0,1153.0,1153.0,1153.0,1153.0
Delhi (Ut),2004,1256.0,799.0,457.0,9,,9,2,373,2,11,52,20,45,11,298,3,0,0,27,25,,1,167,103,0,2,47,7,2,8,32,8,27,99,325,361,203,5,228,31,181,9,15,104,683,2,15,12,0,,195,1,1,6,0,1,13,266,272,5,15,2,31,14,205,110,320,2,778,438,26,12,1256.0,1256.0,1256.0,1253.0,1256.0
Delhi (Ut),2005,1245.0,777.0,468.0,12,,5,0,397,6,0,55,19,27,34,346,1,0,2,19,48,,1,112,82,1,0,27,8,5,3,35,5,35,108,296,250,285,4,262,50,152,21,21,96,745,20,10,2,0,,97,8,3,4,7,9,7,294,351,6,5,3,16,40,183,98,241,0,802,368,61,14,1245.0,1245.0,1245.0,1244.0,1245.0
Delhi (Ut),2006,1492.0,960.0,532.0,14,,7,2,611,6,1,69,22,22,16,358,0,1,8,36,54,,0,82,84,1,0,25,9,14,6,44,53,50,163,292,385,285,5,259,94,153,10,8,144,899,36,14,13,1,,80,15,6,8,4,7,3,331,350,4,25,17,29,31,265,118,317,1,1014,399,68,10,1492.0,1492.0,1492.0,1490.0,1492.0
Delhi (Ut),2007,1481.0,966.0,515.0,22,,13,1,581,4,1,71,18,43,7,323,7,0,2,21,49,,0,171,67,0,0,24,5,4,7,40,12,48,190,347,362,269,2,251,44,189,5,19,93,915,22,9,1,4,,162,1,3,8,0,6,23,263,491,5,14,5,17,28,248,135,252,2,995,415,55,14,1481.0,1481.0,1481.0,1481.0,1481.0
Delhi (Ut),2008,1303.0,795.0,508.0,29,,17,3,441,10,0,47,21,61,8,274,1,3,16,23,63,,3,108,60,1,1,23,16,18,8,48,10,48,181,339,301,185,10,229,52,182,1,9,93,861,29,1,2,0,,54,11,3,1,1,3,16,276,284,7,38,2,21,15,213,175,252,6,825,373,45,54,1303.0,1303.0,1303.0,1299.0,1303.0
Delhi (Ut),2009,1477.0,933.0,544.0,17,,25,1,419,6,4,48,37,48,3,332,0,0,2,20,60,,3,238,77,0,0,34,27,6,12,58,12,50,165,391,363,252,15,229,35,206,8,15,102,922,20,6,9,0,,129,9,2,3,1,10,5,323,376,13,26,7,31,20,231,165,280,5,972,400,63,37,1477.0,1477.0,1477.0,1477.0,1477.0
Delhi (Ut),2010,1543.0,961.0,582.0,16,,16,4,603,16,2,34,24,42,34,339,0,0,7,18,58,,3,179,43,0,4,35,9,9,8,40,13,63,211,357,359,234,23,283,111,153,38,15,90,976,5,11,13,0,,98,15,0,4,6,8,9,352,410,4,44,4,32,18,223,166,279,14,1016,428,62,23,1543.0,1543.0,1543.0,1541.0,1543.0
Delhi (Ut),2011,1716.0,1168.0,548.0,35,,22,3,547,4,4,28,42,40,10,416,1,3,1,51,47,,16,208,92,0,0,23,5,33,25,60,18,72,262,496,391,193,2,282,28,227,16,21,103,1133,28,2,0,0,,113,19,4,11,2,9,10,290,422,13,30,11,27,33,255,200,425,6,1079,530,71,30,1716.0,1716.0,1716.0,1716.0,1716.0
Delhi (Ut),2012,1899.0,1246.0,653.0,22,,11,1,684,7,5,61,45,87,21,418,0,0,0,32,88,,2,146,100,6,0,49,8,9,13,84,6,100,306,537,433,255,12,250,12,242,14,21,56,1332,18,12,10,1,,106,29,6,21,15,4,21,355,470,10,41,17,44,25,280,266,369,3,1198,621,63,14,1899.0,1899.0,1899.0,1898.0,1899.0
Goa,2001,256.0,167.0,89.0,2,,0,1,56,1,0,3,0,2,0,41,0,1,2,62,10,,2,44,14,3,0,2,3,2,0,5,0,0,6,42,76,74,0,58,6,25,63,3,29,108,0,0,0,0,,11,1,1,4,5,0,18,55,43,2,0,3,10,6,52,13,54,0,153,89,5,9,256.0,256.0,256.0,256.0,256.0
Goa,2002,309.0,226.0,83.0,,5,1,0,71,0,0,1,0,4,2,43,0,0,0,43,17,6,,42,26,7,0,0,6,4,3,28,2,4,11,63,101,60,2,66,13,41,50,0,24,140,4,7,1,0,22,,2,1,1,3,0,11,42,74,2,4,5,11,7,63,17,73,0,169,131,1,8,309.0,309.0,309.0,309.0,309.0
Goa,2003,300.0,213.0,87.0,7,,0,0,74,1,0,1,2,5,0,43,0,0,0,62,19,,0,28,33,0,0,1,3,2,1,18,1,6,17,72,85,62,3,54,18,17,71,1,34,138,3,1,2,0,,7,3,1,0,4,0,18,49,54,3,1,0,18,8,72,19,58,0,168,124,0,8,300.0,300.0,300.0,300.0,300.0
Goa,2004,314.0,212.0,102.0,8,,1,1,90,0,0,0,1,6,0,39,0,0,2,52,24,,2,53,19,0,0,1,2,1,4,8,0,6,30,72,72,70,3,61,12,31,62,0,17,159,2,1,0,0,,22,0,2,2,4,0,8,55,81,2,13,3,14,10,46,23,59,0,188,121,1,4,314.0,314.0,314.0,314.0,314.0
Goa,2005,282.0,197.0,85.0,4,,0,2,80,2,0,1,3,3,0,30,0,0,2,56,16,,2,44,21,0,0,1,0,0,0,15,1,14,33,57,68,57,4,48,4,20,17,2,18,154,1,2,0,0,,7,44,2,2,7,2,11,47,71,1,6,5,9,7,52,15,58,0,164,114,1,3,282.0,282.0,282.0,282.0,282.0
Goa,2006,275.0,183.0,92.0,9,,1,1,72,2,3,1,3,5,45,1,0,0,1,52,11,,3,33,21,0,1,1,0,0,1,8,0,5,21,52,92,53,0,52,17,22,58,0,21,133,0,1,2,0,,13,0,0,3,4,1,5,51,63,0,0,8,9,3,53,20,63,0,157,110,0,8,275.0,275.0,275.0,275.0,275.0
Goa,2007,270.0,178.0,92.0,6,,0,2,79,0,0,2,5,5,0,44,0,0,5,46,14,,0,16,24,0,0,6,6,0,3,7,1,9,26,51,69,56,1,57,28,15,57,0,19,132,0,0,0,0,,17,0,0,0,1,1,0,59,15,1,0,10,16,6,64,18,81,0,169,94,0,7,270.0,270.0,270.0,270.0,270.0
Goa,2008,287.0,183.0,104.0,0,,0,1,77,2,0,0,5,1,0,35,0,1,1,44,15,,2,55,22,0,0,4,1,0,2,19,2,3,38,56,84,47,7,50,8,17,51,3,17,162,0,9,0,0,,10,2,4,0,4,0,6,65,47,1,0,2,12,4,63,12,71,9,169,99,6,4,287.0,287.0,287.0,283.0,287.0
Goa,2009,278.0,184.0,94.0,6,,1,0,49,3,0,2,11,0,0,50,0,0,0,52,10,,1,46,27,0,0,5,3,0,1,11,4,4,33,61,72,53,8,43,11,10,39,0,32,160,5,4,0,0,,13,1,3,0,0,0,4,60,54,5,3,4,6,10,50,15,59,7,157,101,7,6,278.0,278.0,278.0,270.0,278.0
Goa,2010,322.0,236.0,86.0,8,,0,1,69,1,1,1,6,5,1,53,0,0,0,52,18,,3,54,30,1,0,4,2,0,0,12,1,10,31,85,87,58,8,42,8,34,55,0,17,180,0,4,1,0,,13,1,2,2,5,0,15,52,75,1,2,3,11,9,70,23,61,1,182,115,18,6,322.0,322.0,322.0,322.0,322.0
Goa,2011,293.0,195.0,98.0,7,,0,1,76,1,0,1,8,5,0,46,0,0,2,46,11,,1,44,31,0,0,4,2,0,1,6,0,7,24,80,105,32,1,44,8,33,33,3,15,169,0,3,1,0,,20,0,4,0,4,0,1,56,87,5,0,5,0,0,61,27,51,1,174,116,0,2,293.0,293.0,293.0,293.0,293.0
Goa,2012,289.0,196.0,93.0,1,,1,1,69,1,0,0,5,3,10,45,0,0,0,35,29,,2,48,32,0,0,0,2,0,0,5,2,16,61,67,68,29,1,45,2,17,42,1,8,184,0,4,0,0,,23,3,3,1,0,1,1,55,61,4,8,5,18,10,55,23,49,2,170,102,0,15,289.0,289.0,289.0,289.0,289.0
Gujarat,2001,4791.0,2649.0,2142.0,154,,78,31,736,69,16,41,14,85,80,1291,0,2,11,411,178,,68,164,678,18,16,164,54,41,55,336,15,39,170,753,969,1126,12,1707,1076,1139,257,3,915,928,32,10,40,3,,100,8,34,60,169,17,594,1568,580,352,107,99,256,70,404,264,497,25,3510,1030,28,198,4791.0,4791.0,4791.0,4791.0,4791.0
Gujarat,2002,4644.0,2706.0,1938.0,,132,83,46,866,37,20,32,46,80,95,958,5,4,13,428,207,79,,252,593,31,10,161,68,40,55,303,23,55,207,694,802,1059,10,1794,1023,1094,261,15,848,1041,19,9,16,1,98,,4,36,10,161,8,570,1461,620,363,80,96,262,43,350,269,526,26,3333,1051,46,188,4644.0,4644.0,4644.0,4640.0,4644.0
Gujarat,2003,4566.0,2650.0,1916.0,129,,79,29,863,57,22,13,23,58,81,805,15,1,16,518,161,,54,428,598,70,49,137,62,39,37,222,17,55,208,612,803,1143,12,1716,1120,884,246,12,840,1088,32,15,21,1,,111,10,19,18,141,8,581,1374,718,390,47,123,228,76,381,187,461,62,3358,874,49,223,4566.0,4566.0,4566.0,4566.0,4566.0
Gujarat,2004,4776.0,2850.0,1926.0,116,,99,21,828,54,32,57,20,77,110,837,3,8,14,521,186,,71,528,591,16,31,128,79,34,64,251,16,48,212,675,717,1299,10,1799,1132,846,373,33,827,1135,32,29,12,1,,115,6,29,22,161,23,523,1360,900,386,43,102,240,66,420,247,477,68,3446,965,92,205,4776.0,4776.0,4776.0,4764.0,4776.0
Gujarat,2005,4765.0,2902.0,1863.0,126,,76,35,835,67,29,29,19,76,111,869,9,5,11,515,191,,58,548,657,37,28,71,58,29,37,239,15,49,219,655,787,1120,37,1883,881,991,390,12,711,1249,29,13,8,0,,174,4,26,19,239,19,615,1320,828,333,70,132,269,77,484,225,412,48,3386,944,103,284,4765.0,4765.0,4765.0,4765.0,4765.0
Gujarat,2006,5035.0,3048.0,1987.0,129,,84,41,1117,79,35,60,19,78,90,922,6,2,11,515,177,,57,441,614,19,33,80,71,58,44,253,13,49,202,689,879,1253,16,1934,1302,802,396,8,807,1271,34,12,58,1,,164,2,15,9,143,11,487,1396,980,399,56,170,263,54,531,240,456,77,3453,1131,98,276,5035.0,5035.0,5035.0,5032.0,5035.0
Gujarat,2007,5580.0,3375.0,2205.0,93,,90,50,1184,46,27,47,33,69,83,1016,18,3,32,632,150,,46,594,812,25,24,125,82,23,78,198,24,98,287,887,1048,1191,7,2038,1373,827,543,5,830,1406,65,22,9,10,,142,35,36,13,233,31,317,1613,1025,491,155,224,276,105,571,303,500,96,4000,1096,131,257,5580.0,5580.0,5580.0,5580.0,5580.0
Gujarat,2008,6165.0,3735.0,2430.0,183,,126,44,1128,62,39,47,57,105,85,1220,11,0,38,649,184,,60,768,696,57,18,123,98,27,89,251,16,89,323,970,1197,1393,8,2169,1485,992,511,5,947,1599,35,14,11,3,,117,13,89,19,293,32,526,1744,1324,428,127,187,290,62,608,304,558,85,4477,1259,101,243,6165.0,6165.0,6165.0,6158.0,6165.0
